-------------------------------------------------
DJ Log Begin
-------------------------------------------------
Info    : Adding archive: data/arch0.djz                                                   (c:\source.git\djengine\djengine2\djengine\sourcecode\djarchivemanager.cpp:1091)
Info    : Archive not found (data/arch0.djz)                                               (c:\source.git\djengine\djengine2\djengine\sourcecode\djarchivemanager.cpp:1097)
Info    : ShowWindow                                                                       (c:\source.git\djengine\djengine2\djengine\sourcecode\djapp.cpp:5163)
Info    : Activate 1                                                                       (c:\source.git\djengine\djengine2\djengine\sourcecode\djapp.cpp:5252)
Info    : SetFocus                                                                         (c:\source.git\djengine\djengine2\djengine\sourcecode\djapp.cpp:5218)
Info    : DJOpenGLRenderDevice::Init                                                       (c:\source.git\djengine\djengine2\gles2render\sourcecode\djgles2renderdevice.cpp:1171)
Info    : DJOpenGLRenderDevice::OnCreateDevice                                             (c:\source.git\djengine\djengine2\gles2render\sourcecode\djgles2renderdevice.cpp:1531)
Info    : DJOpenGLRenderDevice::OnResetDevice                                              (c:\source.git\djengine\djengine2\gles2render\sourcecode\djgles2renderdevice.cpp:1441)
Warning    : Device does not support 'GL_APPLE_framebuffer_multisample' extension!            (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_APPLE_rgb_422' extension!                            (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_APPLE_texture_format_BGRA8888' extension!            (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_APPLE_texture_max_level' extension!                  (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_EXT_discard_framebuffer' extension!                  (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_EXT_read_format_bgra' extension!                     (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_EXT_shader_texture_lod' extension!                   (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_IMG_read_format' extension!                          (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_IMG_texture_compression_pvrtc' extension!            (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_depth_texture' extension!                        (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_depth24' extension!                              (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_fbo_render_mipmap' extension!                    (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_mapbuffer' extension!                            (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_packed_depth_stencil' extension!                 (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_rgb8_rgba8' extension!                           (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_standard_derivatives' extension!                 (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_texture_float' extension!                        (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_texture_half_float' extension!                   (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Warning    : Device does not support 'GL_OES_vertex_array_object' extension!                  (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:365)
Info    : GL supports S3TC Texture Compression                                             (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:404)
Warning    : Device does NOT support ETC1!                                                    (c:\source.git\djengine\djengine2\djos\sourcecode\osal_win32\djdevicemanager.cpp:420)
Info    : Screen size: 1024x768                                                            (c:\source.git\djengine\djengine2\gles2render\sourcecode\djgles2renderdevice.cpp:1256)
Info    : RenderInit successful                                                            (c:\source.git\djengine\djengine2\djengine\sourcecode\djapp.cpp:5640)
Info    : DJOpenALSoundDevice::Init() - Initializing sound device                          (c:\source.git\djengine\djengine2\djopenalsound\sourcecode\djopenalsounddevice.cpp:1235)
Info    : SoundInit successful                                                             (c:\source.git\djengine\djengine2\djengine\sourcecode\djapp.cpp:5679)
Info    : DJRenderBatchHandler::Init()                                                     (c:\source.git\djengine\djengine2\djengine\sourcecode\djrender.cpp:68)
Info    : GetResource() - Create 'std_aabb' 11                                             (c:\source.git\djengine\djengine2\djengine\sourcecode\djresourcemanager.cpp:926)
Info    : Opening archived file: materials/std_aabb.mtl                                    (c:\source.git\djengine\djengine2\djengine\sourcecode\djarchivemanager.cpp:1348)
Info    : GetResource() - Create 'std' 12                                                  (c:\source.git\djengine\djengine2\djengine\sourcecode\djresourcemanager.cpp:926)
Info    : Opening archived file: shaders/std.vs                                            (c:\source.git\djengine\djengine2\djengine\sourcecode\djarchivemanager.cpp:1348)
Info    : Opening archived file: shaders/std.fs                                            (c:\source.git\djengine\djengine2\djengine\sourcecode\djarchivemanager.cpp:1348)
Info    : DJShaderDataOpenGL::OnGPUUpload - OpenGL shader data                             (c:\source.git\djengine\djengine2\gles2render\sourcecode\djshaderdataopengl.cpp:184)
Info    : GetResource() - Created 'std' 12 0x7f2e168                                       (c:\source.git\djengine\djengine2\djengine\sourcecode\djresourcemanager.cpp:989)
Info    : GetResource() - Created 'std_aabb' 11 0x7f2f628                                  (c:\source.git\djengine\djengine2\djengine\sourcecode\djresourcemanager.cpp:989)
Info    : GetResource() - Create 'std_bone' 11                                             (c:\source.git\djengine\djengine2\djengine\sourcecode\djresourcemanager.cpp:926)
Info    : Opening archived file: materials/std_bone.mtl                                    (c:\source.git\djengine\djengine2\djengine\sourcecode\djarchivemanager.cpp:1348)
Info    : GetResource() - Created 'std_bone' 11 0x7f31c58                                  (c:\source.git\djengine\djengine2\djengine\sourcecode\djresourcemanager.cpp:989)
Info    : GetResource() - Create 'std_default' 11                                          (c:\source.git\djengine\djengine2\djengine\sourcecode\djresourcemanager.cpp:926)
Info    : Opening archived file: materials/std_default.mtl                                 (c:\source.git\djengine\djengine2\djengine\sourcecode\djarchivemanager.cpp:1348)
